Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Manufacturing,South,Medium,13.1,12,112951.17,0.82,68292.16,-9.19,17.91,1.66,2.33,0.24,43.1,Crane
Manufacturing,West,Large,9.6,24,93057.76,0.54,43212.51,-15.14,-27.66,0.39,1.76,0.11,15.1,Bulldozer
Mining,West,Medium,8.4,12,127908.75,0.77,58328.03,40.42,15.08,0.77,1.79,0.38,19,Crane
Transportation,East,Large,10.8,48,96591.19,0.95,56780.34,9.53,-25.55,1.32,1.53,0.37,43.1,Crane
Mining,South,Small,15.8,24,74169.31,0.5,25677.7,-8.94,1.86,1.15,2.06,0.28,60.4,Loader
Mining,East,Small,15.6,60,53924.06,0.58,23294.56,-10.13,-30.92,1.72,2.46,0.23,42.6,Drill
Mining,North,Small,8.8,60,44078.06,0.91,27934.59,12.08,3.3,0.83,1.31,0.27,15.5,Crane
Mining,North,Medium,13.8,12,139375.28,0.95,65975.15,13.57,-0.52,0.62,2.03,0.47,23.9,Crane
Energy,North,Large,9,12,86266.32,0.85,47037.86,11.97,-27.57,1.01,1.52,0.34,46.3,Loader
Energy,North,Small,10.2,48,110157.23,1,64713.05,-6.38,-33.96,1.79,0.5,0.39,47.3,Bulldozer
Construction,East,Small,7.6,48,153496.9,0.55,65729.79,4.59,18.77,1.58,0.8,0.19,38.1,Crane
Manufacturing,North,Large,9.1,60,83115.87,0.77,54486.63,1.66,-11.33,1.25,1.71,0.14,35.2,Loader
Mining,South,Small,16.7,36,81175.68,0.84,57124.89,-14.04,25.3,2,2.01,0.13,47.9,Excavator
Construction,West,Medium,10.5,48,96035.15,0.85,56708.99,-13.9,-13.58,1.89,1.8,0.29,51,Loader
Manufacturing,West,Medium,10.7,60,100882.98,0.9,54546.49,6.18,32.55,1.67,1.88,0.39,46.9,Drill
Transportation,North,Large,2.8,48,156626.54,0.96,85630.24,2.95,-23.71,0.49,2.79,0.41,30.5,Drill
Energy,North,Small,8.5,24,146974.62,0.68,58958.27,8.3,36.82,1.67,1.76,0.39,49,Bulldozer
Manufacturing,North,Small,8.8,12,118626.26,0.52,31504.2,11.87,4.36,1.08,1.37,0.47,36.5,Bulldozer
Transportation,East,Medium,5.9,60,143482.41,0.68,84040.44,22.49,9.99,0.96,1.44,0.12,34,Drill
Manufacturing,West,Large,10.1,48,94653.43,0.84,42810.52,-11.64,-25.1,0.79,2.32,0.44,33.6,Drill
Energy,North,Medium,7.9,12,108974.94,0.61,40672.78,9.45,18.23,1.1,0.87,0.36,40.2,Crane
Energy,South,Small,10.4,36,90954.59,0.9,65384.53,11.24,19.1,0.82,2.12,0.17,45.7,Drill
Construction,North,Medium,10.6,48,61288.95,0.61,22674.97,-4.68,-8.11,1.3,1.51,0.37,19.8,Bulldozer
Mining,West,Large,5.2,60,136116.24,0.51,46954.11,1.83,-53.35,1.1,1.08,0.3,32.7,Drill
Manufacturing,North,Large,8,24,115950.96,0.75,64575.32,-4.3,-27.83,1.33,0.77,0.24,35.4,Bulldozer
Manufacturing,West,Large,10.4,12,100542.2,0.86,67503.92,31.63,-27.84,1.53,2.24,0.2,50.4,Excavator
Transportation,North,Small,15.9,12,99925.96,0.67,45863.08,1.57,11.23,1.02,1.07,0.29,31.3,Drill
Energy,South,Small,11.3,24,54813.55,0.87,36665.47,6.77,-11.63,0.76,1.53,0.2,36.7,Bulldozer
Manufacturing,North,Medium,6.7,60,70675.74,0.72,42933.06,-3.96,-11.14,0.1,1.01,0.13,48.1,Loader
Energy,South,Large,12,36,110084.6,0.59,35252.76,-7.19,-14.16,1.66,2.48,0.44,40.4,Crane
Manufacturing,South,Small,18.5,24,84126.62,0.55,29212.56,-19.53,36.73,1.25,1.55,0.34,55.3,Bulldozer
Construction,North,Small,14.6,36,93468.61,0.86,58174.76,16.5,1.13,1.09,0.83,0.25,38.5,Drill
Mining,South,Medium,12.7,60,96860.32,0.69,47885.92,11.53,4.94,1.9,1.29,0.28,58.8,Drill
Manufacturing,East,Small,13.6,48,79525.94,0.96,40332.2,-4.52,-15.48,0.43,2.2,0.45,60.6,Excavator
Energy,North,Small,17.2,48,70962.45,0.77,40774.75,-13.51,-0.74,1.23,1.01,0.23,44.6,Loader
Construction,North,Medium,15.4,60,51629.27,0.67,25353.1,2.7,-24.39,0.62,1.32,0.25,44.2,Bulldozer
Manufacturing,South,Medium,12.8,36,95604.45,0.67,37093.92,-7.47,8.59,1.59,2.09,0.41,45.6,Loader
Transportation,South,Medium,15.3,24,118558.26,0.57,52581.17,-3.33,-28.66,0.1,1.67,0.18,48.2,Excavator
Mining,North,Small,4.6,60,50690.98,0.8,25046.23,-18.95,18.61,1.68,0.89,0.36,41.2,Crane
Manufacturing,East,Medium,2.5,60,99278.57,0.79,55933.64,3.26,-18.37,1.66,1.61,0.27,51.7,Loader
Construction,South,Medium,10.8,48,108434.3,0.9,66556.04,3.56,23.71,0.65,1.42,0.3,45,Excavator
Transportation,South,Medium,10.3,24,70312.59,0.6,24100.39,16.42,47.68,1.24,1.53,0.41,53.9,Bulldozer
Construction,West,Medium,7.3,48,142664.25,0.65,44574.99,-2.26,0.03,0.66,1.97,0.5,25.5,Crane
Construction,East,Small,14.1,36,88428.54,0.55,26514.96,-5,32.79,1.46,1.62,0.43,42.2,Drill
Transportation,East,Small,1,36,96962.21,0.65,50625.86,-23.35,18.79,1.69,1.45,0.16,50.2,Excavator
Construction,North,Small,7.3,12,95161.91,0.71,51929,16.51,-35.82,0.6,1.43,0.19,28.6,Drill
Transportation,East,Small,7.6,60,46876.77,0.98,32582.17,13.39,2.77,0.42,2.04,0.26,44.3,Crane
Manufacturing,North,Medium,1.8,24,130262.56,0.83,64235.17,0.43,12.53,1.86,1.14,0.39,46.1,Excavator
Transportation,West,Large,17.5,24,71334.44,0.89,43950.43,-19.94,14.94,2.36,0.5,0.3,57.3,Excavator
Transportation,East,Medium,3.2,48,92904.38,0.66,32325.25,-18.22,4.46,1.5,1.39,0.46,36.6,Crane
Mining,South,Medium,7.1,48,117929.83,0.57,57884.81,-8.21,4.13,1.54,1.69,0.12,42.1,Bulldozer
Transportation,West,Small,14.5,24,143827.1,0.63,68785.99,14.48,0.13,1,1.29,0.2,34.4,Excavator
Transportation,North,Medium,13.2,48,67602.03,0.63,33670.51,4.36,3.33,1.31,1.24,0.19,38.6,Crane
Manufacturing,West,Small,4.5,12,86605.49,0.79,39327.38,-22.4,-30.59,1.41,1.32,0.4,56.2,Loader
Mining,North,Small,13.4,60,141472.56,0.67,65495.2,6.06,-5.91,1.09,1.49,0.29,39.7,Drill
Energy,West,Small,11.4,12,113911.42,0.93,90198.56,-12.59,-36.32,2.01,0.85,0.11,32.9,Excavator
Manufacturing,North,Medium,21.7,36,120135.14,0.99,68089.65,-7.83,-12.44,1.31,1.83,0.41,38.2,Loader
Manufacturing,East,Large,12,24,68466.05,0.67,34094.3,14.58,-14.77,1.38,0.5,0.24,34.8,Excavator
Energy,South,Small,9.3,12,88623.71,0.85,56954.16,11.48,-16.37,1.1,1.77,0.2,35.6,Bulldozer
Transportation,North,Small,5.7,12,94964.94,0.83,61669.23,16.4,-26.3,1.16,1.66,0.17,34.6,Crane
Construction,West,Medium,6.3,48,74263.16,0.6,22562.97,-0.35,6.73,1.93,1.75,0.48,35,Excavator
Mining,North,Small,5.9,48,49762.91,0.96,24161.8,13.25,-7.95,1.29,0.54,0.48,28.1,Crane
Construction,North,Large,16.9,48,84685.04,0.6,43317.96,-8.79,-10.51,1.3,1.65,0.13,40.7,Excavator
Energy,North,Medium,10.1,36,140628.65,0.87,95129.85,-3.86,-35.19,1.31,1.23,0.19,30.2,Bulldozer
Manufacturing,West,Large,12.8,12,101775.2,0.67,42506.97,-4.89,-7.45,0.98,2.3,0.36,51.4,Bulldozer
Manufacturing,South,Medium,17.6,60,141228.73,0.68,59350.02,0.36,28.64,0.36,1.68,0.37,36.9,Loader
Mining,East,Medium,1,48,105370.63,0.73,55346.22,-19.3,29.02,2.14,0.91,0.27,44.1,Bulldozer
Manufacturing,South,Medium,16.4,36,77058.77,0.93,47366.5,-3.38,9.34,1.84,0.65,0.33,44.1,Crane
Manufacturing,North,Medium,10.3,36,138328.57,0.57,47475.38,21.77,-7.38,1.95,1.19,0.38,21.6,Bulldozer
Mining,West,Medium,12.2,48,106369.78,0.53,28154.69,-16.39,13.97,0.56,1.91,0.48,37.3,Excavator
Mining,South,Small,5.9,24,128855.16,0.7,52738.9,-19.94,-16.68,2.07,2.08,0.39,57.2,Bulldozer
Energy,North,Medium,6.2,12,67950.15,0.53,29563.16,-18.73,-7.48,2.38,1.59,0.14,32.2,Crane
Manufacturing,East,Medium,12.4,48,131162.69,0.84,66777.83,39.93,-18.56,1.83,1.54,0.39,62.7,Excavator
Manufacturing,East,Large,21.9,60,132066.68,0.88,101321.81,6.97,22.71,2.19,1.33,0.13,45.4,Loader
Energy,East,Medium,15,12,108693.01,0.93,68130.45,-4.05,19.5,1.68,1.49,0.3,45.2,Loader
Transportation,North,Medium,16.3,36,75792.34,0.87,43850.19,1.02,-0.87,0.69,2.11,0.31,42.4,Loader
Transportation,West,Small,9,60,98619.74,0.96,54375.22,3.41,43.28,1.5,1.33,0.41,50.5,Excavator
Transportation,South,Medium,7,12,118338.73,0.87,88747.19,-9.61,10.31,0.59,1.83,0.1,51,Loader
Energy,East,Medium,6.1,60,107037.1,0.97,55681.19,-7.76,8.91,0.84,1.24,0.45,39.8,Bulldozer
Manufacturing,North,Large,7.6,36,118032.48,0.6,43613.17,-2.37,6.23,1.39,2.01,0.37,35.7,Excavator
Energy,North,Large,1,48,130367.38,0.75,84524.68,-10.87,-31.56,1.31,1.79,0.11,25.8,Excavator
Energy,South,Small,6.4,60,80546.6,1,64770.62,-5.95,-22.36,1.48,1.99,0.16,48.1,Excavator
Transportation,East,Large,7.2,48,65347.73,0.84,47173.51,5.3,-1.37,0.12,2.44,0.12,40.7,Drill
Construction,North,Small,9.1,36,98873.84,0.94,53014.76,-14.96,-1.16,1.11,0.5,0.41,31.6,Crane
Manufacturing,South,Small,10.7,36,90107.71,0.52,37163.47,39.15,14.74,1.53,1.88,0.17,34.2,Drill
Transportation,West,Medium,11.8,60,123575.39,0.94,99694.67,11.3,-16.7,1.65,1.73,0.12,39.3,Drill
Construction,West,Small,9.9,60,67765.05,0.85,46868.27,-19.05,1.77,1.69,1.72,0.16,30.2,Drill
Construction,West,Medium,7.1,36,130611.46,0.59,49937.06,-37.17,2.21,1.35,1.62,0.32,40.5,Crane
Mining,East,Small,1,60,140608.36,0.51,48596.54,-10.31,3.2,0.97,1.62,0.3,23.8,Drill
Manufacturing,South,Small,7.1,60,100009.15,0.63,48860.96,10.27,0.41,1.5,1.67,0.2,34.7,Loader
Construction,South,Medium,5.1,60,101822.08,0.96,49332.07,7.36,-35.1,1.02,1.95,0.48,28.4,Excavator
Transportation,North,Medium,12.3,60,76973.6,0.83,34839.2,-1.66,-56.53,1.74,1.91,0.44,42,Excavator
Mining,North,Large,14.5,12,83720.17,0.96,60162.2,-9.02,-23.54,1.46,1.49,0.23,30.2,Bulldozer
Manufacturing,North,Medium,14.7,36,87749.9,0.72,43506.6,-13.56,-13.28,1.16,1.41,0.29,34.4,Loader
Energy,South,Medium,13.8,36,143288.2,0.97,93156.41,-6.04,-29.46,0.74,1.51,0.31,62.6,Crane
Transportation,North,Small,9.3,24,97843.88,0.73,41102.59,-15.19,-1.39,1.87,1.29,0.4,48.6,Excavator
Construction,South,Small,7.4,48,60334.81,0.6,25495.4,-5.98,27.25,1.54,2.39,0.27,46,Drill
Construction,South,Small,6.3,24,107660.63,0.58,41138.35,19.96,18.15,2.46,0.86,0.32,53,Bulldozer
Transportation,West,Medium,2.5,60,124788.7,1,89410.63,-11.57,11.66,1.52,1.87,0.27,45.1,Bulldozer
Construction,North,Medium,15,60,99237.66,0.67,38457.4,9.16,24.63,1.57,1.87,0.41,26,Excavator
Mining,West,Medium,9.1,12,144076.4,0.58,53979.79,11.45,-23.12,0.32,1.23,0.32,26.8,Loader
Manufacturing,East,Medium,3.8,12,123325.26,0.5,33668.86,-16.19,-11.42,1.39,1.65,0.43,12.9,Bulldozer
Mining,East,Medium,5.9,12,68526.14,0.64,37017.69,-12.65,15.37,1.01,2.13,0.12,42,Excavator
Construction,East,Small,5.7,12,83457.02,0.94,40439.87,16.03,-11.86,1.7,1.33,0.46,29.4,Loader
Energy,South,Small,10.2,12,106786.79,0.77,44253.3,-13.89,-10.5,1.4,2.16,0.43,34.3,Excavator
Manufacturing,South,Large,15.3,12,50014.32,0.82,22785.64,-0.86,46.56,1.79,2.06,0.43,36.8,Excavator
Manufacturing,South,Medium,8.3,12,110090.7,0.96,86888.73,30.6,2.39,2.48,1.15,0.16,33.9,Loader
Transportation,North,Large,1,12,47152.53,0.76,27712.63,14.7,44.09,0.72,0.95,0.21,39.7,Loader
Transportation,West,Small,9.1,12,130703,0.92,57898.93,1.28,-45.58,1.77,1.58,0.49,37.2,Loader
Energy,South,Large,9.2,36,127218.21,0.66,43101.24,12.61,-15.77,1.61,0.88,0.48,36.2,Excavator
Manufacturing,West,Small,8.9,12,115143.44,0.99,88632.73,-0.84,10.22,2.39,0.5,0.19,24.5,Bulldozer
Energy,West,Small,6.9,48,79723.65,0.54,30310.68,15.27,2.34,1.62,1.26,0.27,42.4,Crane
Transportation,West,Large,11.1,12,105106.08,0.86,73143.57,-30.69,-51.39,1.56,2.59,0.16,61.8,Crane
Transportation,North,Small,10.3,60,84598.68,0.83,54255.36,-2.09,-5.74,1.71,1.28,0.21,42.8,Excavator
Manufacturing,North,Medium,9.9,60,69075.54,0.6,33591.93,-31.3,61.83,1.75,1.69,0.17,62.7,Excavator
Mining,East,Small,12.1,12,89837.71,0.69,51612.35,2.42,6.17,2.07,1.85,0.13,34.3,Bulldozer
Construction,East,Medium,7.9,12,120947.97,0.66,50870.69,-3.54,15.11,0.71,1.48,0.33,37.5,Loader
Transportation,West,Large,7.6,60,101314.43,0.55,43992.78,20.41,-16.1,0.96,1.33,0.2,39.8,Excavator
Transportation,East,Small,16.9,48,143521.3,0.79,55304.85,10.68,6.08,2.24,2.11,0.5,38.3,Drill
Mining,West,Medium,12.8,24,122973.42,1,81697.37,-7.89,-0.31,0.1,1.52,0.31,51.6,Loader
Mining,North,Small,14.1,36,119760.72,0.78,67521.38,-6.09,27.97,1.15,1.45,0.24,18.1,Excavator
Energy,North,Medium,16.1,60,51732.2,0.77,20886.65,5.71,27.18,1.29,1.9,0.47,35.5,Drill
Energy,North,Small,12.6,12,91445.24,0.52,29706.52,-8.59,10.19,1.09,0.99,0.35,56.6,Bulldozer
Construction,South,Small,14.6,36,68068.83,0.57,31870.6,-0.49,1.77,2.15,0.87,0.15,35,Drill
Construction,West,Small,2.1,12,94509.91,0.76,48033.86,19.75,-41.98,1.49,0.69,0.3,49.3,Excavator
Manufacturing,North,Small,11,24,79201.72,0.99,53919.21,-12.44,-42.85,0.97,1.78,0.28,46,Crane
Energy,West,Large,9.1,24,88671.85,0.94,48073.6,-6.72,2.05,0.82,1.42,0.41,39.3,Excavator
Transportation,East,Small,18.4,60,131834.88,0.67,53231.61,-4.61,21.87,1.37,1.91,0.38,43.2,Crane
Energy,East,Small,14.6,36,114257.5,0.77,64344.59,47.37,33.29,1.9,1.53,0.25,39.1,Bulldozer
Transportation,North,Medium,6.8,36,130213.43,0.78,69668.26,9.12,-22.24,1.28,0.81,0.29,18.7,Bulldozer
Mining,West,Small,11.9,24,51979.51,0.84,28966.62,16.98,-37.73,1.12,1.32,0.31,44.6,Loader
Energy,North,Medium,10.8,12,101739.24,0.84,60104.81,11.52,23.32,0.78,1.95,0.27,33.8,Loader
Mining,East,Large,12.3,60,129001.15,0.89,97459.53,12.53,-20.37,1.42,1.37,0.14,26.2,Crane
Construction,North,Medium,4.9,48,145188.88,0.51,38742.27,7.1,-39.43,1.39,2.09,0.46,43.9,Crane
Construction,West,Large,11.8,24,53557.35,0.97,31995.15,5.48,-12.34,0.77,1.27,0.37,43.2,Bulldozer
Manufacturing,East,Medium,8.9,24,89455.49,0.54,32906.76,-21.76,-12.78,1.82,1.86,0.29,49.8,Drill
Energy,South,Small,11.4,60,131026.8,0.74,63864.28,5.37,33,2.22,0.61,0.33,37.4,Crane
Mining,East,Medium,6.4,12,94231.65,0.96,71201.94,-1.63,21.64,1.23,1.39,0.19,48.6,Crane
Transportation,South,Medium,7.1,36,72687.47,0.74,36093.3,8.18,-18.43,1.38,1.31,0.31,40.2,Drill
Construction,North,Medium,15.9,24,53500.02,0.53,16605.37,-1.06,34.95,0.54,0.8,0.4,43.5,Loader
Construction,North,Large,4.7,60,71538.95,0.61,29844.35,11.45,3.13,1.64,2.06,0.31,44.3,Loader
Transportation,West,Medium,5.1,60,49332.95,0.79,27056.03,14.1,26.52,1.48,1.18,0.29,26.7,Crane
Mining,South,Large,9.7,60,101753.81,0.54,39116.43,-43.68,33.18,1,1.13,0.28,43.8,Loader
Mining,North,Medium,6.1,36,126889.31,0.71,51685.13,-6.51,-6.56,0.75,2.15,0.4,41,Loader
Energy,South,Medium,5.6,24,62170.76,0.66,23974.14,-27.86,14.28,2.31,1.58,0.4,37.3,Loader
Energy,North,Medium,10.5,60,107731.89,0.91,57232.93,3.58,-10.17,1.43,1.89,0.4,41.1,Bulldozer
Manufacturing,East,Small,2.5,36,125358.13,0.56,54089.03,-4.51,23.25,0.65,0.65,0.2,65.5,Excavator
Construction,North,Large,5,12,99918.75,0.84,53480.52,20.34,2.26,1.71,1.1,0.35,20.8,Crane
Energy,West,Medium,20.3,48,51679.17,0.7,20733.87,3.11,24.01,1.34,2.54,0.41,38.7,Crane
Mining,East,Small,12.3,24,111586.35,0.79,57285.24,-7.28,38.12,1.24,1.93,0.32,48.1,Bulldozer
Transportation,West,Small,6.3,36,98360.59,0.6,33698.37,14.08,13.68,1.79,0.96,0.41,27.5,Excavator
Mining,East,Medium,12.1,48,95304.86,0.8,41367.37,-4.77,-2.34,0.1,1.61,0.44,43.7,Excavator
Construction,South,Small,12.8,48,83594.88,0.84,55770.45,-7.47,-1.92,0.12,1,0.17,43,Bulldozer
Mining,West,Small,15,36,102603.62,0.54,40498.58,5.9,-73.93,2.03,2.2,0.22,24.1,Drill
Manufacturing,North,Medium,9.4,36,115294.54,0.91,67593.01,24.19,-17.82,1.12,0.5,0.34,34.2,Drill
Construction,South,Small,14.9,36,171719.44,0.93,120900.22,12.8,23.31,0.94,1.64,0.22,57.8,Excavator
Transportation,North,Medium,1,60,103369.96,0.53,27933.94,8.5,24.25,0.4,1.63,0.48,24.1,Drill
Manufacturing,East,Small,4.7,12,145334.23,0.8,91663.8,41.26,-18.36,1.32,0.94,0.18,35.6,Drill
Construction,East,Small,10.8,60,110732.65,0.8,64699.88,-10.99,4.11,1.39,1.36,0.24,38.3,Drill
Transportation,North,Medium,11.6,48,97014.15,0.51,24064.19,-11.32,-4.73,2.06,1.69,0.5,40,Excavator
Manufacturing,North,Medium,5.4,48,104456.43,0.67,56716.01,2.18,17.24,1.42,0.61,0.18,35.9,Drill
Manufacturing,South,Small,11.3,48,63347.91,0.98,43779.96,22.73,55.22,1.02,0.86,0.28,40.8,Crane
Construction,North,Small,6.9,36,109175.81,0.78,63225.5,-14.13,17.71,1.44,1.42,0.23,39.6,Excavator
Energy,West,Medium,8.6,24,40238.05,0.97,21839.45,26.32,-16.75,1.87,1.08,0.42,47.1,Bulldozer
Manufacturing,West,Small,15.1,60,74120.01,0.84,46967.07,-21.59,-1.96,1.73,1.27,0.22,48.4,Drill
Manufacturing,North,Small,14.5,24,103295.29,0.51,42683.44,-1.82,35.05,1.57,1.49,0.16,44.4,Loader
Transportation,West,Small,5,12,135819.47,0.54,36721.96,2.6,-35.22,1.36,1.04,0.47,42.4,Excavator
Mining,North,Large,4.7,12,142918.73,0.86,91560.04,-13.24,-15.38,0.85,1.49,0.23,24.4,Bulldozer
Construction,South,Medium,7.9,60,92903.6,0.78,42416.64,-9.32,17.75,0.58,1.65,0.4,41.2,Crane
Construction,West,Medium,9.9,48,104671.52,0.56,45011.28,11.95,32.36,0.49,1.89,0.22,51.1,Bulldozer
Energy,West,Medium,6.7,12,129530.87,0.81,83706.92,21.62,15.22,1.44,0.88,0.17,23.9,Drill
Energy,North,Medium,15.2,24,60115.19,0.91,30281.57,-31.72,-15.17,1.5,1.19,0.42,26.8,Loader
Construction,West,Medium,11.7,24,112142.43,0.88,83906.39,2.7,13.41,1.86,1.79,0.12,54.9,Drill
Energy,East,Medium,12,36,75163.21,0.62,34970.69,-1.7,10.36,1.54,0.76,0.23,25,Bulldozer
Transportation,South,Small,3.7,48,94845.25,0.63,33938.88,1.61,8.77,1.83,1.55,0.41,39,Excavator
Construction,South,Medium,15.8,36,86229.3,0.98,57004.5,-4.75,-2.43,1.12,1.51,0.3,34.5,Loader
Energy,West,Medium,1,60,113060.74,0.94,65824.97,-19.36,1.32,1.66,0.5,0.38,54.3,Loader
Construction,West,Medium,14.2,12,116509.11,0.66,64386.96,23.13,-22.69,0.6,1.25,0.13,43,Bulldozer
Mining,East,Small,14.7,36,126732.36,0.91,67125.34,17.39,62.01,1.16,1.67,0.4,47.9,Drill
Manufacturing,East,Small,7.8,36,110445.96,0.58,50857.24,-1.56,3.92,0.1,1.39,0.17,40.6,Bulldozer
Construction,West,Medium,16.4,60,105149.61,0.6,35715.16,-7.32,13.71,1.22,1.26,0.42,60,Loader
Manufacturing,West,Medium,9.7,24,155620.71,0.59,59855.71,-9.14,-5.45,1.93,1.58,0.33,32.6,Bulldozer
Energy,East,Large,10.3,24,54269.23,0.54,17324.08,-38.78,21.13,1.24,1.99,0.4,43.4,Loader
Manufacturing,North,Small,11.7,60,150868.3,0.93,110406.14,5.31,-32.46,1.63,1.77,0.19,52.6,Drill
Construction,East,Medium,25.9,24,91305.34,0.79,51822.86,11.7,-43.64,1.36,1.12,0.26,54.8,Excavator
Mining,North,Medium,16.7,60,117126.75,0.63,41824.98,2.07,-0.76,0.86,0.77,0.42,37.3,Excavator
Energy,South,Large,13.5,24,90230.21,0.92,43458.86,-1.3,51.35,1.09,1.76,0.46,19.7,Bulldozer
Construction,South,Medium,5.4,60,78923.75,0.9,56863.26,2,30.21,1.91,0.91,0.19,36.2,Loader
Energy,East,Medium,10.7,24,114537.32,0.55,35655.53,-12.8,-20.21,1.63,1.24,0.42,57.4,Excavator
Transportation,North,Medium,5.9,36,131263.85,0.82,89190.95,-7.49,12.9,0.83,1.6,0.14,32.4,Loader
Manufacturing,East,Medium,14.1,36,114190.24,0.86,68813.96,-2.49,-15.9,0.37,2.07,0.27,42.9,Drill
Transportation,East,Large,10.7,24,83736.53,0.86,36662.98,10.45,10.66,1.32,2.14,0.48,36.9,Bulldozer
Construction,North,Small,4.4,60,200000,0.86,87065.24,20.68,12.61,0.85,1.53,0.48,39.3,Loader
Mining,East,Small,10.4,36,135957.21,0.58,59971.86,-3.44,23.16,1.09,1.25,0.22,53.1,Bulldozer
Energy,South,Large,5.8,12,128000.27,0.66,66838.94,-15.67,-39.14,0.33,0.9,0.18,42.5,Loader
Manufacturing,West,Medium,10.8,24,89411.07,0.92,66805.54,0.53,-31.64,1.82,2.48,0.16,60.4,Loader
Energy,West,Medium,5.7,12,81245.03,0.95,52775.97,30.17,-1.89,1.14,1.36,0.29,49.8,Drill
Construction,East,Medium,10.1,12,91604.83,0.64,48319.89,-14.37,-25.81,1.23,1.84,0.14,41.3,Bulldozer
Energy,North,Small,13.8,48,132442.2,0.51,49139.27,13.29,-27.74,0.7,1.6,0.24,39.1,Crane
Manufacturing,North,Medium,9.7,12,70281.87,0.93,56352.16,20.04,6.8,1.03,1.25,0.11,43.3,Loader
Construction,South,Medium,8,12,67953.89,0.69,35673.02,-5.4,-22.9,1.27,1.23,0.2,27.7,Loader
Energy,North,Small,11,48,116186.43,0.66,40344.16,-10.51,56.44,0.83,0.81,0.46,29.4,Excavator
Mining,North,Small,13.5,48,109575.89,0.67,51101.25,8.62,-13.33,1.07,2.06,0.28,47.6,Bulldozer
Construction,South,Large,4.5,48,76890.59,0.71,46940.23,5.3,-6.76,2.03,1.44,0.13,49.2,Crane
Construction,East,Small,11.3,60,67263.89,0.69,28375.95,10.42,7.44,0.15,2.21,0.36,26.8,Drill
Mining,West,Large,16.6,48,143136.91,0.78,57279.76,31.11,-37.7,1.31,1.28,0.48,48.6,Crane
Transportation,South,Small,12.9,60,110710.13,0.54,41249.52,2.51,12.71,0.73,1.35,0.29,38.2,Drill
Manufacturing,East,Medium,10.3,24,59093.92,0.99,36774.03,-17.88,8.54,2,0.93,0.35,31.7,Crane
Transportation,South,Large,13.2,60,61191.23,0.97,31092.56,1,-8.73,1.09,1.34,0.47,36.9,Crane
Energy,East,Medium,12.3,24,89154.64,0.97,61183.58,3.62,6.85,0.57,0.88,0.27,48.9,Bulldozer
Mining,South,Medium,13.8,48,121985.25,0.94,70913.91,19.01,10.71,1.07,1.7,0.37,46.1,Excavator
Transportation,East,Medium,1,48,117850.26,0.83,69256.82,-2.95,35.88,1.41,1.55,0.28,43,Crane
Construction,South,Small,2.2,24,133950.36,0.61,40734.57,-6.14,62.51,2.87,2.24,0.48,43.8,Loader
Energy,East,Small,15,36,55289.51,0.52,19249.44,-20.57,-26.54,0.1,0.77,0.3,28.6,Loader
Energy,South,Large,2.5,60,106715.4,0.55,31300.07,8.21,-32.43,0.48,2.11,0.45,45.5,Loader
Transportation,West,Medium,12,12,142777.31,0.66,64130.96,50.22,2.57,1.98,1.01,0.3,35.4,Excavator
Transportation,West,Medium,8.2,48,139984.05,0.75,64337.5,-3.34,-51.97,0.29,1.67,0.37,60.2,Crane
Mining,North,Small,5,60,110767.3,1,80032.02,6.78,16.24,1.21,0.93,0.25,36.2,Drill
Manufacturing,East,Small,11.7,60,170440.56,0.72,63230.28,-8.22,2.83,0.91,1.6,0.47,62.3,Drill
Transportation,South,Small,11,48,118278.55,0.76,55859.98,-19.22,9.18,0.82,0.5,0.36,38.4,Bulldozer
Transportation,East,Medium,20.6,24,131282.4,0.85,95930.58,6.51,-7.59,1.1,1.16,0.11,39.1,Excavator
Construction,West,Medium,6.9,48,101333.44,0.59,51948.38,0.42,6.38,1,1.55,0.11,37.1,Crane
Energy,East,Medium,17.2,60,76570.74,0.97,45168.85,-35.78,11.81,1.83,2.38,0.37,27.4,Loader
Manufacturing,South,Large,11.8,36,73743.72,0.76,48013.31,24.15,5,2,0.5,0.15,53.3,Excavator
Construction,East,Small,6.7,24,105448.46,0.64,39395.57,6.24,-33.63,1.46,1.5,0.39,41,Excavator
Mining,South,Small,14,48,93654.94,0.97,67519.77,1.11,4.3,1.06,1.24,0.23,46.3,Crane
Mining,West,Small,12.8,12,46942.43,0.81,25238.71,-6.33,46.35,1.36,0.54,0.32,56.2,Bulldozer
Transportation,West,Medium,10.2,48,69226.19,0.74,41815.44,6.08,6.02,1.68,0.94,0.17,38.7,Bulldozer
Transportation,West,Small,11.3,60,90447.89,0.79,55739.65,6.77,3.43,1.8,1.26,0.2,39.1,Bulldozer
Mining,North,Large,7,60,121818.38,0.87,76598.15,6.02,39,1.42,1.73,0.27,41.4,Loader
Transportation,West,Small,5.9,12,99517.78,0.58,34697.78,16.02,-18.64,2.12,1.54,0.37,27.2,Loader
Manufacturing,East,Large,13.8,24,97838.07,0.93,74659,19.43,22.24,0.83,0.84,0.16,21.7,Crane
Transportation,North,Medium,8.9,60,70392.62,0.98,53514.78,30.08,-13.25,1.88,0.58,0.21,25,Bulldozer
